species,class,order,weight_kg,length_cm,conservation_status
Act rest,Aves,Anura,1547.976,2089.59,Least Concern
Station force,Mammalia,Squamata,4236.726,597.06,Vulnerable
Return throughout,Mammalia,Squamata,754.054,1655.21,Endangered
Low role,Aves,Rodentia,1093.054,22.64,Least Concern
Old sound,Reptilia,Anura,3528.453,1078.59,Extinct in the Wild
Garden herself,Actinopterygii,Carnivora,3850.823,335.81,Critically Endangered
Market step,Amphibia,Carnivora,2692.23,2543.67,Critically Endangered
Total than,Reptilia,Primates,2719.856,1200.65,Least Concern
Animal never,Actinopterygii,Squamata,4321.276,48.56,Critically Endangered
Clearly land,Actinopterygii,Anura,3362.898,1197.13,Least Concern
By system,Reptilia,Rodentia,1892.096,2291.49,Vulnerable
Cold future,Amphibia,Passeriformes,2641.644,845.92,Least Concern
Employee summer,Amphibia,Squamata,3890.968,2721.35,Near Threatened
Professor person,Aves,Squamata,4540.418,1251.13,Extinct in the Wild
Again tree,Aves,Anura,649.93,2648.38,Critically Endangered
Reality more,Reptilia,Primates,1758.303,1387.52,Least Concern
Stop purpose,Reptilia,Rodentia,699.82,1961.18,Endangered
Ability skin,Aves,Passeriformes,3969.862,1102.41,Least Concern
Catch none,Actinopterygii,Anura,2042.856,2974.43,Endangered
Commercial occur,Aves,Rodentia,1596.414,1263.6,Least Concern
Capital loss,Actinopterygii,Carnivora,4063.459,1022.3,Near Threatened
Old social,Reptilia,Squamata,4172.487,365.92,Least Concern
Consider official,Mammalia,Carnivora,4439.623,1665.44,Least Concern
In this,Mammalia,Squamata,1088.336,605.5,Vulnerable
Reason news,Actinopterygii,Rodentia,3649.607,287.75,Least Concern
Tend test,Amphibia,Carnivora,1507.997,1618.21,Endangered
Now theory,Amphibia,Rodentia,4499.527,1487.85,Least Concern
Data simple,Mammalia,Squamata,1401.812,1503.38,Extinct in the Wild
Couple enough,Aves,Carnivora,2373.434,1782.19,Critically Endangered
Air over,Amphibia,Carnivora,4944.778,563.83,Critically Endangered
Within people,Amphibia,Primates,1436.054,295.11,Least Concern
Talk late,Reptilia,Anura,298.859,1230.67,Near Threatened
Issue chair,Mammalia,Passeriformes,3067.86,2190.2,Critically Endangered
Born cup,Amphibia,Rodentia,3605.65,1257.29,Critically Endangered
Go participant,Mammalia,Passeriformes,345.878,2224.8,Critically Endangered
One back,Reptilia,Passeriformes,2489.707,905.3,Least Concern
Lead other,Actinopterygii,Squamata,3353.129,2591.39,Vulnerable
Leader wall,Aves,Squamata,2798.537,1327.34,Endangered
Method change,Reptilia,Passeriformes,100.294,85.53,Critically Endangered
Trouble last,Reptilia,Passeriformes,169.855,1418.04,Critically Endangered
Building action,Amphibia,Rodentia,128.203,2141.8,Critically Endangered
Perhaps high,Aves,Anura,1565.701,2699.08,Critically Endangered
Fight factor,Aves,Squamata,85.282,236.41,Least Concern
Citizen discover,Mammalia,Anura,704.038,284.31,Least Concern
Pull popular,Mammalia,Passeriformes,910.042,2112.26,Extinct in the Wild
Until remember,Actinopterygii,Primates,2496.586,481.11,Extinct in the Wild
Drive skin,Reptilia,Anura,2729.939,743.55,Endangered
Know make,Aves,Primates,4782.569,1428.04,Near Threatened
Quality they,Amphibia,Anura,4969.426,1807.65,Near Threatened
Occur simply,Amphibia,Anura,146.825,1897.63,Vulnerable
Shake force,Amphibia,Anura,1384.369,2130.25,Vulnerable
Hit begin,Aves,Rodentia,824.534,2126.8,Vulnerable
Know off,Mammalia,Passeriformes,3818.222,447.44,Extinct in the Wild
It field,Aves,Squamata,3737.172,1846.59,Vulnerable
Training impact,Actinopterygii,Rodentia,3588.852,342.53,Near Threatened
Training some,Reptilia,Primates,426.632,2481.27,Extinct in the Wild
Program begin,Amphibia,Carnivora,4459.609,445.36,Near Threatened
Agency hard,Actinopterygii,Anura,2783.807,1172.91,Endangered
Newspaper recently,Mammalia,Squamata,1173.896,189.38,Endangered
During coach,Mammalia,Anura,546.093,1587.95,Vulnerable
Already before,Reptilia,Anura,4114.817,621.72,Endangered
Kind health,Mammalia,Squamata,3803.864,1288.46,Critically Endangered
Why never,Amphibia,Passeriformes,1376.92,170.48,Extinct in the Wild
Weight experience,Reptilia,Rodentia,3262.366,2637.4,Extinct in the Wild
South might,Amphibia,Anura,2708.215,557.37,Vulnerable
Marriage start,Amphibia,Rodentia,3459.363,140.08,Least Concern
Tax only,Reptilia,Passeriformes,369.002,1750.47,Near Threatened
Any say,Amphibia,Squamata,2898.12,1449.63,Endangered
Main despite,Reptilia,Anura,2543.387,1559.33,Extinct in the Wild
Right onto,Aves,Carnivora,3714.72,1437.56,Least Concern
Role majority,Amphibia,Carnivora,1914.651,2084.57,Least Concern
Arrive quite,Amphibia,Squamata,3272.874,1342.02,Least Concern
Thought fund,Mammalia,Anura,889.239,2306.37,Least Concern
Sound whether,Mammalia,Squamata,2242.126,2185.55,Near Threatened
People full,Actinopterygii,Passeriformes,4538.262,1185.81,Extinct in the Wild
Appear ball,Reptilia,Rodentia,4291.775,2870.53,Extinct in the Wild
While behind,Mammalia,Primates,3229.723,2153.25,Critically Endangered
Require wind,Reptilia,Primates,1135.087,2521.41,Least Concern
Western next,Actinopterygii,Squamata,870.653,927.63,Endangered
Bed three,Amphibia,Primates,4571.233,1758.75,Extinct in the Wild
Different north,Mammalia,Squamata,637.537,780.43,Near Threatened
Inside ok,Amphibia,Passeriformes,3901.325,1083.94,Extinct in the Wild
Theory direction,Amphibia,Carnivora,2453.17,1500.5,Extinct in the Wild
Brother second,Actinopterygii,Carnivora,965.194,2305.33,Least Concern
Tough computer,Actinopterygii,Primates,667.039,573.09,Least Concern
Building coach,Actinopterygii,Squamata,4966.408,2755.61,Least Concern
Peace effect,Actinopterygii,Anura,3509.952,2697.2,Extinct in the Wild
Class really,Actinopterygii,Passeriformes,4445.68,1930.22,Least Concern
Force follow,Actinopterygii,Passeriformes,313.682,19.77,Near Threatened
Network factor,Amphibia,Primates,1683.238,1002.54,Extinct in the Wild
Order local,Mammalia,Squamata,3494.425,925.26,Critically Endangered
Without both,Actinopterygii,Anura,4871.68,2325.19,Endangered
Where successful,Aves,Rodentia,142.448,2586.5,Near Threatened
From water,Reptilia,Anura,3706.566,2998.23,Extinct in the Wild
Teach effect,Mammalia,Rodentia,763.002,1857.28,Near Threatened
Dog special,Actinopterygii,Squamata,4009.672,2381.02,Critically Endangered
Rather I,Actinopterygii,Rodentia,2680.31,2503.73,Critically Endangered
Practice away,Aves,Rodentia,801.249,68.37,Least Concern
He spend,Reptilia,Rodentia,2531.302,1466.84,Least Concern
Sister forward,Reptilia,Passeriformes,2208.541,2543.71,Endangered
Again not,Amphibia,Squamata,1529.105,2383.51,Endangered
Live how,Aves,Anura,3078.263,633.3,Endangered
Kitchen enter,Mammalia,Carnivora,2335.033,195.19,Near Threatened
Difficult lawyer,Reptilia,Squamata,4691.941,2978.84,Critically Endangered
Government late,Mammalia,Anura,1763.889,934.89,Endangered
Commercial trade,Reptilia,Anura,4835.56,2788.48,Near Threatened
Miss item,Reptilia,Rodentia,486.833,2479.04,Near Threatened
Since move,Amphibia,Primates,4154.9,1282.13,Vulnerable
Fire effect,Amphibia,Passeriformes,827.171,1544.99,Least Concern
Fly because,Mammalia,Passeriformes,1807.284,722.86,Near Threatened
Guy safe,Amphibia,Rodentia,2076.608,802.32,Critically Endangered
Building over,Aves,Carnivora,2377.389,937.22,Critically Endangered
View across,Reptilia,Carnivora,2823.104,1788.26,Vulnerable
Little nice,Aves,Anura,1330.235,1273.05,Critically Endangered
Study among,Reptilia,Passeriformes,2984.74,2710.11,Extinct in the Wild
Each later,Reptilia,Rodentia,4999.766,596.68,Extinct in the Wild
Answer call,Mammalia,Carnivora,2518.86,2730.92,Endangered
Role effort,Mammalia,Rodentia,1151.215,2561.76,Endangered
Whose behavior,Mammalia,Primates,3512.209,849.82,Endangered
Sing back,Actinopterygii,Anura,136.984,2896.35,Vulnerable
Exactly black,Reptilia,Passeriformes,698.027,2214.89,Extinct in the Wild
Treatment key,Aves,Rodentia,1301.079,1115.12,Near Threatened
Fly role,Reptilia,Carnivora,3468.536,611.9,Endangered
Answer capital,Aves,Squamata,3128.522,873.89,Least Concern
Build break,Aves,Squamata,4298.323,2542.62,Endangered
Thousand back,Aves,Squamata,4076.522,475.93,Extinct in the Wild
Second professor,Reptilia,Carnivora,4559.752,387.38,Least Concern
Organization field,Reptilia,Carnivora,1214.207,2848.32,Critically Endangered
Skill fall,Reptilia,Anura,2152.84,579.11,Critically Endangered
Believe long,Aves,Carnivora,2631.393,1675.39,Critically Endangered
From cup,Reptilia,Primates,2687.698,2582.08,Extinct in the Wild
Side pull,Actinopterygii,Primates,4847.678,2033.25,Endangered
Fact management,Mammalia,Squamata,3745.404,2151.22,Endangered
Its study,Aves,Squamata,522.752,229.17,Extinct in the Wild
Conference certainly,Aves,Anura,2.411,2204.11,Endangered
Off wish,Actinopterygii,Primates,2677.105,561.7,Endangered
Sign consider,Actinopterygii,Rodentia,1234.161,1117.2,Least Concern
Respond second,Amphibia,Primates,53.008,422.82,Endangered
Language feeling,Actinopterygii,Anura,4032.101,158.62,Least Concern
Sport suggest,Actinopterygii,Rodentia,1269.571,1039.9,Vulnerable
Charge buy,Amphibia,Carnivora,136.627,583.45,Extinct in the Wild
Result until,Mammalia,Carnivora,1691.861,2632.17,Extinct in the Wild
Day able,Actinopterygii,Passeriformes,1435.484,1618.87,Vulnerable
Decision surface,Amphibia,Squamata,44.32,1620.43,Near Threatened
Until despite,Mammalia,Anura,1946.205,2836.66,Least Concern
Sort my,Reptilia,Rodentia,463.953,2106.2,Near Threatened
Bar according,Amphibia,Passeriformes,4236.521,945.99,Least Concern
Rest technology,Actinopterygii,Squamata,4132.188,2108.17,Near Threatened
Rich indeed,Mammalia,Anura,2501.599,513.63,Extinct in the Wild
Decide single,Reptilia,Anura,3493.806,1285.38,Least Concern
Difficult evening,Reptilia,Rodentia,3955.727,1989.39,Endangered
Difficult deal,Mammalia,Passeriformes,140.607,530.56,Critically Endangered
Owner floor,Reptilia,Passeriformes,1161.319,46.24,Near Threatened
Establish possible,Aves,Rodentia,382.284,18.84,Extinct in the Wild
They well,Aves,Rodentia,2485.109,1979.96,Near Threatened
Among wall,Aves,Rodentia,4388.291,2971.97,Least Concern
Summer team,Aves,Primates,2119.786,467.15,Extinct in the Wild
Stand like,Mammalia,Carnivora,3826.163,2870.21,Endangered
Mouth actually,Actinopterygii,Anura,3685.273,2460.76,Endangered
Art west,Aves,Anura,3205.451,1575.54,Vulnerable
During would,Aves,Passeriformes,1246.001,165.06,Least Concern
Step car,Aves,Rodentia,1347.006,1402.1,Endangered
Everyone entire,Reptilia,Passeriformes,4538.049,1842.47,Extinct in the Wild
Southern stop,Mammalia,Rodentia,2986.596,26.39,Near Threatened
Recent practice,Amphibia,Anura,4149.059,302.28,Endangered
Leader form,Reptilia,Squamata,774.401,81.22,Extinct in the Wild
Kind record,Aves,Passeriformes,1491.136,1739.77,Endangered
Hotel begin,Mammalia,Rodentia,959.64,1398.47,Endangered
Factor just,Amphibia,Passeriformes,4234.647,1259.52,Extinct in the Wild
Big thing,Mammalia,Rodentia,4588.079,434.56,Least Concern
Technology note,Aves,Squamata,3923.289,2921.21,Vulnerable
Weight table,Amphibia,Carnivora,2888.512,1253.67,Vulnerable
Produce avoid,Mammalia,Carnivora,2308.376,212.02,Least Concern
Account network,Aves,Passeriformes,2800.065,343.25,Vulnerable
Into hold,Mammalia,Carnivora,3553.126,2902.94,Near Threatened
Effort laugh,Amphibia,Rodentia,3315.334,2808.33,Least Concern
Name edge,Reptilia,Anura,1298.855,1675.99,Critically Endangered
Agent add,Actinopterygii,Rodentia,4062.142,2382.48,Near Threatened
Decide pretty,Mammalia,Primates,2229.091,660.54,Least Concern
True nor,Aves,Anura,4775.259,170.07,Endangered
Turn mouth,Mammalia,Passeriformes,3009.815,1355.18,Near Threatened
Blue commercial,Mammalia,Rodentia,3513.46,660.02,Endangered
Anyone drop,Aves,Rodentia,1279.382,1210.19,Near Threatened
Lead manager,Aves,Anura,268.914,824.12,Near Threatened
Rather watch,Actinopterygii,Squamata,2322.21,1132.67,Critically Endangered
Democrat nature,Reptilia,Rodentia,1205.082,1969.98,Least Concern
Western vote,Actinopterygii,Anura,4389.777,2434.15,Near Threatened
Impact realize,Aves,Carnivora,1758.196,940.03,Endangered
Image history,Amphibia,Anura,4558.248,676.4,Endangered
Necessary attack,Aves,Anura,846.394,212.57,Endangered
Drug blue,Aves,Carnivora,1347.081,1333.8,Endangered
Store too,Aves,Carnivora,3009.186,2495.89,Endangered
Sister blood,Amphibia,Primates,153.066,2035.02,Vulnerable
Safe cover,Reptilia,Squamata,2234.851,2732.32,Vulnerable
Read certain,Mammalia,Carnivora,2820.241,1467.0,Near Threatened
Free husband,Aves,Carnivora,766.63,2958.31,Vulnerable
Couple energy,Amphibia,Rodentia,265.443,1165.0,Vulnerable
Ability fish,Amphibia,Squamata,1541.74,720.53,Vulnerable
Notice decision,Mammalia,Rodentia,1746.487,1419.2,Endangered
Determine shake,Actinopterygii,Primates,3027.118,1517.0,Vulnerable
Safe final,Amphibia,Anura,4747.289,1185.17,Extinct in the Wild
Minute card,Actinopterygii,Anura,2327.912,710.24,Least Concern
Staff total,Aves,Carnivora,3521.767,327.03,Critically Endangered
Theory in,Reptilia,Rodentia,2961.702,650.81,Least Concern
Bring authority,Mammalia,Carnivora,4969.099,2949.31,Critically Endangered
Provide away,Amphibia,Passeriformes,3281.378,203.98,Endangered
Clear throw,Reptilia,Anura,1958.886,365.49,Least Concern
Real stuff,Mammalia,Carnivora,2220.048,919.51,Critically Endangered
Share sort,Aves,Primates,4034.408,2941.98,Near Threatened
Top only,Amphibia,Rodentia,1179.865,2013.08,Near Threatened
Recently popular,Aves,Carnivora,2389.454,2250.04,Critically Endangered
Book civil,Mammalia,Carnivora,3229.077,189.04,Extinct in the Wild
Business give,Reptilia,Primates,4737.64,1909.13,Least Concern
Particularly serious,Mammalia,Squamata,3587.584,1128.28,Critically Endangered
Support agent,Reptilia,Carnivora,4519.134,43.8,Least Concern
Top policy,Mammalia,Carnivora,4250.252,1141.29,Vulnerable
Assume discuss,Mammalia,Primates,1343.838,541.43,Vulnerable
Door major,Actinopterygii,Anura,4415.581,2708.31,Critically Endangered
South decision,Mammalia,Passeriformes,3604.116,1784.04,Critically Endangered
Write that,Amphibia,Primates,3593.726,1009.49,Near Threatened
System significant,Mammalia,Rodentia,4148.894,2262.9,Vulnerable
Office live,Aves,Primates,4071.07,2543.18,Endangered
Ready public,Aves,Squamata,3976.87,2073.83,Extinct in the Wild
Picture everyone,Actinopterygii,Anura,395.785,1625.31,Vulnerable
Among shoulder,Reptilia,Squamata,3202.778,686.28,Near Threatened
Discover once,Amphibia,Squamata,4070.292,2514.08,Least Concern
Money man,Mammalia,Primates,1623.893,1966.85,Vulnerable
Decision major,Aves,Passeriformes,350.237,2583.51,Endangered
Sea loss,Actinopterygii,Carnivora,2119.291,1656.88,Least Concern
Reduce reach,Mammalia,Squamata,859.053,573.32,Least Concern
Suggest indeed,Aves,Squamata,2529.789,2521.5,Vulnerable
Approach approach,Mammalia,Passeriformes,2115.815,1694.84,Near Threatened
Collection short,Aves,Anura,2171.927,1929.27,Vulnerable
System word,Mammalia,Carnivora,2096.027,1323.9,Endangered
Southern artist,Mammalia,Passeriformes,1910.654,2941.42,Least Concern
Box fight,Mammalia,Rodentia,1967.948,1129.11,Extinct in the Wild
Middle should,Reptilia,Carnivora,2119.934,342.29,Extinct in the Wild
Seven stuff,Mammalia,Carnivora,4837.063,2980.96,Critically Endangered
Sport final,Mammalia,Primates,3966.739,1639.48,Near Threatened
Thank write,Amphibia,Rodentia,3466.572,1059.59,Critically Endangered
Score find,Aves,Rodentia,4269.49,1429.86,Vulnerable
Gas would,Mammalia,Passeriformes,4262.49,2310.7,Near Threatened
Country house,Actinopterygii,Rodentia,1054.99,246.96,Vulnerable
Establish read,Amphibia,Carnivora,1600.095,567.85,Extinct in the Wild
Hot policy,Mammalia,Rodentia,4571.872,1503.81,Vulnerable
Prove south,Aves,Carnivora,2767.309,206.04,Near Threatened
Now development,Reptilia,Primates,1195.768,400.58,Critically Endangered
Sport plant,Aves,Rodentia,2675.544,981.57,Extinct in the Wild
Cause respond,Reptilia,Anura,2534.944,569.89,Extinct in the Wild
Eye method,Reptilia,Rodentia,2139.702,1469.42,Extinct in the Wild
Similar pick,Amphibia,Rodentia,125.724,674.11,Near Threatened
Reality size,Reptilia,Primates,2781.739,2087.02,Endangered
Task social,Amphibia,Passeriformes,2081.452,1925.33,Near Threatened
In in,Aves,Carnivora,1510.766,1575.12,Least Concern
Camera bed,Mammalia,Anura,3295.659,761.38,Extinct in the Wild
Require former,Aves,Anura,2782.314,1786.96,Vulnerable
These stuff,Reptilia,Primates,3856.006,2508.25,Least Concern
South process,Actinopterygii,Rodentia,3476.056,1445.76,Vulnerable
Draw write,Mammalia,Carnivora,4875.724,991.48,Vulnerable
Call we,Reptilia,Rodentia,3289.04,166.28,Critically Endangered
Develop if,Aves,Rodentia,3515.353,833.45,Extinct in the Wild
Customer country,Actinopterygii,Rodentia,4772.985,478.76,Least Concern
Resource you,Reptilia,Squamata,3821.313,401.0,Critically Endangered
Garden top,Reptilia,Squamata,2427.19,1028.67,Least Concern
Citizen care,Aves,Squamata,2171.219,2639.54,Near Threatened
Audience between,Mammalia,Squamata,3714.038,2291.0,Critically Endangered
When course,Actinopterygii,Squamata,4933.711,586.98,Least Concern
Clearly admit,Mammalia,Anura,3520.001,1292.14,Critically Endangered
Voice prove,Aves,Passeriformes,1653.507,1070.82,Endangered
Reflect our,Reptilia,Passeriformes,4253.612,1434.46,Endangered
Experience world,Reptilia,Carnivora,4263.531,2630.78,Vulnerable
Rise onto,Actinopterygii,Anura,2508.455,661.53,Vulnerable
Assume cup,Aves,Anura,3483.353,622.0,Extinct in the Wild
Choice miss,Reptilia,Anura,3276.854,1507.09,Extinct in the Wild
Build idea,Actinopterygii,Rodentia,4594.622,825.83,Critically Endangered
Woman sit,Amphibia,Primates,4189.606,753.41,Least Concern
Color activity,Actinopterygii,Carnivora,537.262,608.54,Near Threatened
Degree own,Reptilia,Rodentia,396.801,1773.72,Vulnerable
Throughout system,Reptilia,Rodentia,8.027,1223.31,Near Threatened
Development hit,Mammalia,Primates,1668.946,1278.22,Critically Endangered
Indicate PM,Amphibia,Passeriformes,4198.425,1155.39,Endangered
Social improve,Amphibia,Squamata,2688.929,1890.55,Near Threatened
Bag TV,Aves,Passeriformes,3503.123,625.95,Vulnerable
Drive everybody,Reptilia,Squamata,4259.375,529.28,Extinct in the Wild
Sure political,Reptilia,Anura,2783.979,1815.27,Near Threatened
Table pick,Mammalia,Squamata,98.245,1844.03,Critically Endangered
Trade large,Amphibia,Primates,628.715,2496.2,Extinct in the Wild
Apply live,Mammalia,Rodentia,2212.677,81.94,Endangered
